#Annotated with Bakta v1.9.3, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
CP074054.1	564194	565687	-	FMBKCJ_50370	59.3	5.8		RefSeq:WP_002662589.1, SO:0001217, UniParc:UPI00017F3348, UniRef:UniRef100_UPI00017F3348, UniRef:UniRef50_D6RY37, UniRef:UniRef90_G0ALZ4
CP074054.1	644802	645170	+	FMBKCJ_50715	14.6	5.3		RefSeq:WP_002557204.1, SO:0001217, UniParc:UPI000005754F, UniRef:UniRef100_O51562, UniRef:UniRef50_O51562, UniRef:UniRef90_O51562
CP074054.1	662626	662940	-	FMBKCJ_50790	11.3	8.7		RefSeq:WP_002656819.1, SO:0001217, UniParc:UPI00016B2F7F, UniRef:UniRef100_UPI00016B2F7F, UniRef:UniRef50_O51576, UniRef:UniRef90_O51576
CP074054.1	690211	690507	+	FMBKCJ_50890	11.4	5.4		RefSeq:WP_002656076.1, SO:0001217, UniParc:UPI00016B30F1, UniRef:UniRef100_O51594, UniRef:UniRef50_O51594, UniRef:UniRef90_O51594
CP074054.1	739157	739696	+	FMBKCJ_51140	21.1	9.9		RefSeq:WP_002656268.1, SO:0001217, UniParc:UPI00000575A2, UniRef:UniRef100_O51644, UniRef:UniRef50_D6RW52, UniRef:UniRef90_O51644
CP074054.1	792385	793659	+	FMBKCJ_51395	48.6	4.5		RefSeq:WP_002660480.1, SO:0001217, UniParc:UPI00016C439D, UniRef:UniRef100_A0A7U8F020, UniRef:UniRef50_O51690, UniRef:UniRef90_O51690
CP074054.1	814930	815364	-	FMBKCJ_51515	17.6	9.3		RefSeq:WP_002557361.1, SO:0001217, UniParc:UPI00000575E7, UniRef:UniRef100_O51714, UniRef:UniRef50_O51714, UniRef:UniRef90_O51714
CP074063.1	3594	4277	+	FMBKCJ_51875	26.7	9.4		RefSeq:WP_012622432.1, SO:0001217, UniParc:UPI00016B27D7, UniRef:UniRef100_A0A9N7B4Y8, UniRef:UniRef50_C0R8X6, UniRef:UniRef90_A0A5J6WFZ6
CP074072.1	12992	13081	+	FMBKCJ_51965	3.6	10.1		
CP074072.1	13526	13633	+	FMBKCJ_51975	4.2	10.0		
CP074072.1	17684	17848	+	FMBKCJ_52000	6.3	8.6		
CP074072.1	21400	21693	+	FMBKCJ_52020	11.6	9.6		RefSeq:WP_010883902.1, SO:0001217, UniParc:UPI0000057722, UniRef:UniRef100_H7C642, UniRef:UniRef50_H7C642, UniRef:UniRef90_H7C642
CP074059.1	7968	8093	-	FMBKCJ_52050	4.8	10.6		RefSeq:WP_012614988.1, SO:0001217, UniParc:UPI00016B3107, UniRef:UniRef100_A0A0H3C131, UniRef:UniRef50_A0A0H3C131, UniRef:UniRef90_A0A0H3C131
CP074059.1	8097	8219	-	FMBKCJ_52055	4.8	9.9		SO:0001217, UniRef:UniRef50_A0A0H3C0J1, UniRef:UniRef90_A0A0H3C0J1
CP074059.1	18589	18735	+	FMBKCJ_52100	5.9	9.6		
CP074059.1	19316	19426	+	FMBKCJ_52105	4.4	9.7		
CP074059.1	20320	20463	+	FMBKCJ_52110	5.4	4.4		SO:0001217, UniRef:UniRef50_A0A7W9ZC39, UniRef:UniRef90_UPI00017F3D76
CP074059.1	23340	23522	-	FMBKCJ_52120	7.3	9.4		SO:0001217, UniRef:UniRef50_A0A0H3C040, UniRef:UniRef90_UPI00017F2CB8
CP074060.1	12609	12728	-	FMBKCJ_52280	4.4	4.9		SO:0001217, UniRef:UniRef50_A0A0H3C151, UniRef:UniRef90_A0A0H3C151
CP074061.1	1422	1526	-	FMBKCJ_52345	3.8	6.5		SO:0001217, UniRef:UniRef50_A0A0H3C3H1, UniRef:UniRef90_A0A0H3C3H1
CP074061.1	17404	17583	-	FMBKCJ_52410	6.8	6.2		SO:0001217, UniRef:UniRef50_UPI00017F2C9A, UniRef:UniRef90_UPI00017F2C9A
CP074061.1	25762	25938	+	FMBKCJ_52450	6.9	9.6		RefSeq:WP_010257051.1, SO:0001217, UniParc:UPI00016B2F6F, UniRef:UniRef100_A0A7U4DJ52, UniRef:UniRef50_A0A7U4DJ52, UniRef:UniRef90_A0A7U4DJ52
CP074062.1	12682	13125	-	FMBKCJ_52520	16.6	6.7		RefSeq:WP_010256673.1, SO:0001217, UniParc:UPI000005685A, UniRef:UniRef100_O50737, UniRef:UniRef50_O50737, UniRef:UniRef90_O50737
CP074062.1	13530	13868	-	FMBKCJ_52530	13.2	4.7		RefSeq:WP_010259656.1, SO:0001217, UniParc:UPI000005685C, UniRef:UniRef100_O50739, UniRef:UniRef50_O50739, UniRef:UniRef90_O50739
CP074062.1	13881	14714	-	FMBKCJ_52535	31.4	6.4		RefSeq:WP_012672272.1, SO:0001217, UniParc:UPI00016C3984, UniRef:UniRef100_A0A7U3YB63, UniRef:UniRef50_O50740, UniRef:UniRef90_O50740
CP074062.1	18404	19183	-	FMBKCJ_52565	29.8	8.7		RefSeq:WP_012666168.1, SO:0001217, UniParc:UPI00016C3988, UniRef:UniRef100_A0A7U4DIR0, UniRef:UniRef90_A0A7U4DIR0
CP074062.1	23058	23429	-	FMBKCJ_52585	13.9	8.5		RefSeq:WP_012622701.1, SO:0001217, UniParc:UPI00016B3782, UniRef:UniRef100_A0A7U4DIU8, UniRef:UniRef50_O50749, UniRef:UniRef90_A0A1L8ZA88
CP074062.1	24114	24527	-	FMBKCJ_52595	16.1	9.3		RefSeq:WP_012622693.1, SO:0001217, UniParc:UPI00017F42BB, UniRef:UniRef100_A0A7U4DIU7, UniRef:UniRef50_O50751, UniRef:UniRef90_A0A1L8ZA81
CP074062.1	28339	29103	-	FMBKCJ_52620	29.7	9.8		RefSeq:WP_012622699.1, SO:0001217, UniParc:UPI00016B322F, UniRef:UniRef100_A0A7U3YB70, UniRef:UniRef50_O50757, UniRef:UniRef90_A0A0H3C5A6
CP074067.1	3	1247	+	FMBKCJ_53250	47.7	6.6		
CP074067.1	2406	2726	-	FMBKCJ_53265	12.0	6.1		SO:0001217, UniRef:UniRef50_A0A7U3YBB2
CP074067.1	15725	15916	-	FMBKCJ_53370	7.3	7.9		RefSeq:WP_012664971.1, SO:0001217, UniParc:UPI00017F3852, UniRef:UniRef100_UPI00017F3852, UniRef:UniRef50_UPI00017F3852, UniRef:UniRef90_UPI00017F3852
CP074068.1	7837	7938	+	FMBKCJ_53450	3.9	4.6		
CP074068.1	11709	11816	+	FMBKCJ_53485	4.0	9.4		
CP074068.1	28583	28711	+	FMBKCJ_53605	4.9	10.2		
CP074070.1	27266	27793	+	FMBKCJ_54020	20.8	9.1		RefSeq:WP_012621486.1, SO:0001217, UniParc:UPI00016B2C5B, UniRef:UniRef100_A0A9N7ARY7, UniRef:UniRef90_A0A0H3C0R6
CP074070.1	27975	28541	+	FMBKCJ_54025	21.8	8.8		RefSeq:WP_010883850.1, SO:0001217, UniParc:UPI00000576EB, UniRef:UniRef100_Q9S073, UniRef:UniRef90_Q9S073
CP074057.1	3592	3708	-	FMBKCJ_54055	4.4	6.0		
CP074057.1	4044	4319	+	FMBKCJ_54060	10.7	6.1		RefSeq:WP_010258413.1, SO:0001217, UniParc:UPI00016B3647, UniRef:UniRef100_O50813, UniRef:UniRef50_O50813, UniRef:UniRef90_O50813
CP074057.1	15941	16045	+	FMBKCJ_54125	4.3	8.0		
CP074057.1	16553	16753	+	FMBKCJ_54130	7.9	4.5		SO:0001217, UniParc:UPI000191DE9E, UniRef:UniRef100_A0A7U4DIY2, UniRef:UniRef50_A0A7U4DIY2, UniRef:UniRef90_A0A7U4DIY2
CP074057.1	19495	19716	+	FMBKCJ_54140	8.9	9.5		SO:0001217, UniRef:UniRef50_O50837, UniRef:UniRef90_O50837
CP074057.1	25639	25848	-	FMBKCJ_54165	8.2	9.9		RefSeq:WP_012665943.1, SO:0001217, UniParc:UPI00017F3722, UniRef:UniRef100_UPI00017F3722, UniRef:UniRef50_UPI00017F3722, UniRef:UniRef90_UPI00017F3722
CP074058.1	950	1234	+	FMBKCJ_54195	10.9	9.0	PF05714.15|PFam54_60	PFAM:PF05714.15
CP074058.1	4703	4972	+	FMBKCJ_54200	9.8	8.0		RefSeq:WP_042334626.1, SO:0001217, UniParc:UPI00017F352F, UniRef:UniRef100_UPI00017F352F, UniRef:UniRef50_UPI00017F352F, UniRef:UniRef90_UPI00017F352F
CP074058.1	8962	9177	-	FMBKCJ_54225	8.1	9.5		RefSeq:WP_012665382.1, SO:0001217, UniParc:UPI00017F352A, UniRef:UniRef100_UPI00017F352A, UniRef:UniRef50_UPI00017F352A, UniRef:UniRef90_UPI00017F352A
CP074058.1	10068	10196	-	FMBKCJ_54230	4.9	10.2		
CP074058.1	11961	12551	-	FMBKCJ_54245	24.2	10.0		
CP074058.1	15318	15518	+	FMBKCJ_54255	8.3	9.9		
CP074058.1	23463	23789	+	FMBKCJ_54295	11.6	7.8		RefSeq:WP_223292504.1, SO:0001217, UniParc:UPI00017F3520, UniRef:UniRef100_UPI00017F3520, UniRef:UniRef50_UPI001E304FD4, UniRef:UniRef90_UPI001E304FD4
CP074058.1	28873	29193	-	FMBKCJ_54310	12.2	6.7		RefSeq:WP_012665383.1, SO:0001217, UniParc:UPI00017F351C, UniRef:UniRef100_UPI00017F351C, UniRef:UniRef50_UPI001E38D908, UniRef:UniRef90_UPI001FB14519
CP074058.1	34486	34749	-	FMBKCJ_54330	9.9	9.7		RefSeq:WP_010258789.1, SO:0001217, UniParc:UPI00017F3022, UniRef:UniRef100_UPI00017F3022, UniRef:UniRef50_B8F1S7, UniRef:UniRef90_UPI00017F3022
CP074058.1	38430	38603	-	FMBKCJ_54355	6.5	10.1		RefSeq:WP_012665380.1, SO:0001217, UniParc:UPI00017F3511, UniRef:UniRef100_UPI00017F3511, UniRef:UniRef50_UPI001304CA02, UniRef:UniRef90_UPI001304CA02
CP074056.1	15168	15326	+	FMBKCJ_54450	6.1	10.2		RefSeq:WP_012665572.1, SO:0001217, UniParc:UPI00016C39BB, UniRef:UniRef100_UPI00016C39BB, UniRef:UniRef50_C0RC30, UniRef:UniRef90_A0A9N7G314
CP074056.1	18157	18750	+	FMBKCJ_54470	22.7	9.1		RefSeq:WP_012622796.1, SO:0001217, UniParc:UPI00016B38CF, UniRef:UniRef100_A0A9N7AM77, UniRef:UniRef50_O50923, UniRef:UniRef90_O50923
CP074056.1	32934	34331	+	FMBKCJ_54565	52.8	6.5		RefSeq:WP_096890892.1, SO:0001217, UniParc:UPI000BC31E02, UniRef:UniRef100_UPI000BC31E02, UniRef:UniRef50_Q0SLV8, UniRef:UniRef90_A0A806CL76
CP074064.1	198	962	+	FMBKCJ_54680	29.1	9.8		RefSeq:WP_012666163.1, SO:0001217, UniParc:UPI000195DFDA, UniRef:UniRef100_UPI000195DFDA, UniRef:UniRef50_O50757, UniRef:UniRef90_O50757
CP074064.1	5618	5992	+	FMBKCJ_54710	14.3	9.2		RefSeq:WP_010259364.1, SO:0001217, UniParc:UPI00017F34D2, UniRef:UniRef100_UPI00017F34D2, UniRef:UniRef50_O50751, UniRef:UniRef90_O50751
CP074064.1	6681	7055	+	FMBKCJ_54720	14.0	5.6		RefSeq:WP_012666144.1, SO:0001217, UniParc:UPI00017F3739, UniRef:UniRef100_UPI00017F3739, UniRef:UniRef50_O50749, UniRef:UniRef90_O50749
CP074064.1	10887	11666	+	FMBKCJ_54740	29.8	8.7		RefSeq:WP_012666168.1, SO:0001217, UniParc:UPI00016C3988, UniRef:UniRef100_A0A7U4DIR0, UniRef:UniRef90_A0A7U4DIR0
CP074064.1	15357	16190	+	FMBKCJ_54770	31.4	6.2		RefSeq:WP_012666143.1, SO:0001217, UniParc:UPI00017F3732, UniRef:UniRef100_UPI00017F3732, UniRef:UniRef50_O50740, UniRef:UniRef90_O50740
CP074064.1	16203	16541	+	FMBKCJ_54775	13.2	4.7		RefSeq:WP_010259656.1, SO:0001217, UniParc:UPI000005685C, UniRef:UniRef100_O50739, UniRef:UniRef50_O50739, UniRef:UniRef90_O50739
CP074064.1	16946	17389	+	FMBKCJ_54785	16.6	6.7		RefSeq:WP_010256673.1, SO:0001217, UniParc:UPI000005685A, UniRef:UniRef100_O50737, UniRef:UniRef50_O50737, UniRef:UniRef90_O50737
CP074064.1	26047	26400	-	FMBKCJ_54825	14.2	9.4	PF18135.5|Type_ISP_C	PFAM:PF18135.5
CP001205.1	144063	144251	-	FMBKCJ_55530	7.3	9.5		SO:0001217, UniParc:UPI00018847F9, UniRef:UniRef100_A0A0H3C4A0, UniRef:UniRef50_G0AKV4, UniRef:UniRef90_G0AKV4
CP001205.1	157323	157757	+	FMBKCJ_55585	16.9	10.1		RefSeq:WP_002556754.1, SO:0001217, UniParc:UPI00016B2B02, UniRef:UniRef100_A0A0H3C1D3, UniRef:UniRef50_O51178, UniRef:UniRef90_O51178
CP001205.1	271999	273015	-	FMBKCJ_56125	39.3	4.3		RefSeq:WP_012597324.1, SO:0001217, UniParc:UPI00016B3A58, UniRef:UniRef100_A0A0H3C0H1, UniRef:UniRef50_B7XST3, UniRef:UniRef90_O51275
CP001205.1	367792	368217	+	FMBKCJ_56600	16.5	9.7		SO:0001217, UniParc:UPI0000057451, UniRef:UniRef100_O51335, UniRef:UniRef50_O51335, UniRef:UniRef90_O51335
CP001205.1	416027	416443	+	FMBKCJ_56825	16.3	10.4		RefSeq:WP_002556999.1, SO:0001217, UniParc:UPI000005747C, UniRef:UniRef100_O51365, UniRef:UniRef50_B9X884, UniRef:UniRef90_O51365
CP001205.1	531266	531688	-	FMBKCJ_57430	16.5	10.2		RefSeq:WP_002557113.1, SO:0001217, UniParc:UPI00000574F5, UniRef:UniRef100_O51475, UniRef:UniRef50_W5SET4, UniRef:UniRef90_O51475
CP001205.1	560222	561715	-	FMBKCJ_57575	59.3	5.9		RefSeq:WP_012597304.1, SO:0001217, UniParc:UPI00016B3A65, UniRef:UniRef100_A0A0H3C3J1, UniRef:UniRef50_D6RY37, UniRef:UniRef90_G0ALZ4
CP001205.1	640786	641154	+	FMBKCJ_57920	NA	5.9		SO:0001217, UniRef:UniRef50_O51562, UniRef:UniRef90_O51562
CP001205.1	658614	658928	-	FMBKCJ_57995	11.3	8.7		RefSeq:WP_002656819.1, SO:0001217, UniParc:UPI00016B2F7F, UniRef:UniRef100_UPI00016B2F7F, UniRef:UniRef50_O51576, UniRef:UniRef90_O51576
CP001205.1	686207	686503	+	FMBKCJ_58095	11.4	5.4		RefSeq:WP_002656076.1, SO:0001217, UniParc:UPI00016B30F1, UniRef:UniRef100_O51594, UniRef:UniRef50_O51594, UniRef:UniRef90_O51594
CP001205.1	735146	735685	+	FMBKCJ_58345	21.1	9.9		RefSeq:WP_002656268.1, SO:0001217, UniParc:UPI00000575A2, UniRef:UniRef100_O51644, UniRef:UniRef50_D6RW52, UniRef:UniRef90_O51644
CP001205.1	788353	789627	+	FMBKCJ_58605	48.7	4.5		RefSeq:WP_012597375.1, SO:0001217, UniParc:UPI00016B3902, UniRef:UniRef100_A0A0H3C4J1, UniRef:UniRef50_O51690, UniRef:UniRef90_O51690
CP001205.1	810880	811314	-	FMBKCJ_58725	17.6	9.3		RefSeq:WP_002557361.1, SO:0001217, UniParc:UPI00000575E7, UniRef:UniRef100_O51714, UniRef:UniRef50_O51714, UniRef:UniRef90_O51714
CP001206.1	13470	13625	+	FMBKCJ_59320	5.7	4.1		
CP001200.1	27182	27709	+	FMBKCJ_59625	20.7	9.1		RefSeq:WP_010258620.1, SO:0001217, UniParc:UPI00016B2845, UniRef:UniRef100_A0A0H3C0R6, UniRef:UniRef90_A0A0H3C0R6
CP001202.1	2014	2121	+	FMBKCJ_59650	4.0	6.0		
CP001202.1	5621	5767	+	FMBKCJ_59685	5.6	4.5		
CP001202.1	46012	46194	+	FMBKCJ_59970	6.9	7.9		RefSeq:WP_012664891.1, SO:0001217, UniParc:UPI000005767B, UniRef:UniRef100_UPI000005767B, UniRef:UniRef50_UPI000005767B, UniRef:UniRef90_UPI000005767B
CP001208.1	22403	22834	+	FMBKCJ_60155	16.2	5.2	PF02524.18|KID	PFAM:PF02524.18
CP001208.1	28340	28867	+	FMBKCJ_60185	20.8	9.1		RefSeq:WP_012599439.1, SO:0001217, UniParc:UPI00016B3BBA, UniRef:UniRef100_A0A7I6GXU7, UniRef:UniRef90_A0A0H3C0R6
CP001208.1	29049	29615	+	FMBKCJ_60190	21.7	8.8		RefSeq:WP_012599442.1, SO:0001217, UniParc:UPI00016B3BB9, UniRef:UniRef100_A0A0H3C5F4, UniRef:UniRef90_Q9S073
CP001211.1	3	596	+	FMBKCJ_60200	23.2	8.2		
CP001211.1	27842	28360	+	FMBKCJ_60410	20.3	9.2		RefSeq:WP_012593060.1, SO:0001217, UniParc:UPI00017F48F3, UniRef:UniRef100_A0A0H3C438, UniRef:UniRef90_A0A0H3C438
CP001204.1	1426	1530	-	FMBKCJ_60435	3.8	6.5		SO:0001217, UniRef:UniRef50_A0A0H3C3H1, UniRef:UniRef90_A0A0H3C3H1
CP001204.1	2026	2382	+	FMBKCJ_60440	14.3	9.4		RefSeq:WP_010883928.1, SO:0001217, UniParc:UPI000005696E, UniRef:UniRef100_Q44728, UniRef:UniRef50_Q44728, UniRef:UniRef90_Q44728
CP001204.1	4218	4439	+	FMBKCJ_60450	8.6	5.7	PF05714.15|PFam54_60	PFAM:PF05714.15, RefSeq:WP_010258242.1, SO:0001217, UniParc:UPI00016B30E2, UniRef:UniRef100_G5IXH9, UniRef:UniRef50_G5IXH9, UniRef:UniRef90_G5IXH9
CP001204.1	5676	6359	+	FMBKCJ_60455	26.7	9.4		RefSeq:WP_010258240.1, SO:0001217, UniParc:UPI00016B30E1, UniRef:UniRef100_A0A7U4DIN3, UniRef:UniRef50_C0R8X6, UniRef:UniRef90_A0A5J6WFZ6
CP001198.1	8207	8332	-	FMBKCJ_60520	4.8	10.6		RefSeq:WP_012614988.1, SO:0001217, UniParc:UPI00016B3107, UniRef:UniRef100_A0A0H3C131, UniRef:UniRef50_A0A0H3C131, UniRef:UniRef90_A0A0H3C131
CP001198.1	8336	8458	-	FMBKCJ_60525	4.7	9.7		RefSeq:WP_012614991.1, SO:0001217, UniParc:UPI000188BFED, UniRef:UniRef100_A0A0H3C0J1, UniRef:UniRef50_A0A0H3C0J1, UniRef:UniRef90_A0A0H3C0J1
CP001198.1	19972	20187	+	FMBKCJ_60570	8.3	4.9		RefSeq:WP_029357333.1, SO:0001217, UniParc:UPI00016B3111, UniRef:UniRef100_UPI00016B3111, UniRef:UniRef50_A0A7W9ZC39, UniRef:UniRef90_UPI00017F3D76
CP001198.1	20675	20923	+	FMBKCJ_60575	10.1	10.2		
CP001198.1	23546	23761	-	FMBKCJ_60585	8.5	8.7		RefSeq:WP_080511133.1, SO:0001217, UniParc:UPI00016B3114, UniRef:UniRef100_UPI00016B3114, UniRef:UniRef50_A0A0H3C040, UniRef:UniRef90_UPI00016B3114
CP001210.1	6876	7088	+	FMBKCJ_60625	8.4	6.2		RefSeq:WP_049755699.1, SO:0001217, UniParc:UPI00016B33E7, UniRef:UniRef100_UPI00016B33E7, UniRef:UniRef50_UPI00016B33E7, UniRef:UniRef90_UPI00016B33E7
CP001210.1	7088	7183	+	FMBKCJ_60630	3.9	9.8		
CP001210.1	11675	11902	+	FMBKCJ_60655	8.7	8.6		RefSeq:WP_049755701.1, SO:0001217, UniParc:UPI00016B33E0, UniRef:UniRef100_UPI00016B33E0, UniRef:UniRef50_UPI00016B33E0, UniRef:UniRef90_UPI00016B33E0
CP001210.1	12854	12952	+	FMBKCJ_60665	4.0	9.7		
CP001210.1	12945	13154	+	FMBKCJ_60670	8.0	9.8		RefSeq:WP_233189753.1, SO:0001217, UniParc:UPI00016B33DE, UniRef:UniRef100_A0A0H3C428, UniRef:UniRef50_A0A0H3C428, UniRef:UniRef90_A0A0H3C428
CP001210.1	16314	16412	-	FMBKCJ_60685	3.8	9.5		SO:0001217, UniRef:UniRef50_A0A7X0DKU4, UniRef:UniRef90_A0A7X0DKU4
CP001210.1	18737	18910	+	FMBKCJ_60695	6.8	9.3		RefSeq:WP_012614960.1, SO:0001217, UniParc:UPI00016B368A, UniRef:UniRef100_A0A0H3C422, UniRef:UniRef50_O50838, UniRef:UniRef90_O50838
CP001210.1	21305	21451	-	FMBKCJ_60705	5.7	10.3		
CP001210.1	21540	21674	-	FMBKCJ_60710	5.2	10.2		
CP001210.1	21697	22041	-	FMBKCJ_60715	13.3	6.3		RefSeq:WP_044002491.1, SO:0001217, UniParc:UPI00016B3685, UniRef:UniRef100_UPI00016B3685, UniRef:UniRef50_UPI001E473841, UniRef:UniRef90_UPI001E5C15B8
CP001209.1	2146	2250	+	FMBKCJ_60735	3.9	9.5		SO:0001217, UniRef:UniRef50_UPI001C000447, UniRef:UniRef90_UPI001C000447
CP001209.1	12352	12795	-	FMBKCJ_60790	16.6	6.7		RefSeq:WP_010256673.1, SO:0001217, UniParc:UPI000005685A, UniRef:UniRef100_O50737, UniRef:UniRef50_O50737, UniRef:UniRef90_O50737
CP001209.1	13200	13538	-	FMBKCJ_60800	13.2	4.7		RefSeq:WP_010259656.1, SO:0001217, UniParc:UPI000005685C, UniRef:UniRef100_O50739, UniRef:UniRef50_O50739, UniRef:UniRef90_O50739
CP001209.1	13551	14384	-	FMBKCJ_60805	31.4	6.4		RefSeq:WP_010890292.1, SO:0001217, UniParc:UPI000005685D, UniRef:UniRef100_O50740, UniRef:UniRef50_O50740, UniRef:UniRef90_O50740
CP001209.1	18073	18870	-	FMBKCJ_60835	30.5	8.2		RefSeq:WP_010890297.1, SO:0001217, UniParc:UPI0000056862, UniRef:UniRef100_O50745, UniRef:UniRef90_Q66YQ9
CP001209.1	18880	19662	-	FMBKCJ_60840	29.9	5.5		RefSeq:WP_012614949.1, SO:0001217, UniParc:UPI00016B2B46, UniRef:UniRef100_A0A0H3C5I5, UniRef:UniRef90_A0A0H3C5I5
CP001209.1	22702	23076	-	FMBKCJ_60855	14.0	5.6		RefSeq:WP_010256627.1, SO:0001217, UniParc:UPI0000056866, UniRef:UniRef100_O50749, UniRef:UniRef50_O50749, UniRef:UniRef90_O50749
CP001209.1	23765	24151	-	FMBKCJ_60865	14.9	9.2		RefSeq:WP_010256620.1, SO:0001217, UniParc:UPI0000056868, UniRef:UniRef100_O50751, UniRef:UniRef50_O50751, UniRef:UniRef90_O50751
CP001209.1	28843	29607	-	FMBKCJ_60895	29.2	9.9		RefSeq:WP_012614953.1, SO:0001217, UniParc:UPI00016B2B4C, UniRef:UniRef100_A0A0H3C4V5, UniRef:UniRef50_O50757, UniRef:UniRef90_O50757
CP001203.1	14443	14562	+	FMBKCJ_60950	4.4	4.6		RefSeq:WP_012614965.1, SO:0001217, UniParc:UPI00016B2E1E, UniRef:UniRef100_A0A0H3C151, UniRef:UniRef50_A0A0H3C151, UniRef:UniRef90_A0A0H3C151
CP001207.1	171	935	+	FMBKCJ_60990	29.8	9.9		RefSeq:WP_012615024.1, SO:0001217, UniParc:UPI00016B37D6, UniRef:UniRef100_A0A0H3C5A6, UniRef:UniRef50_O50757, UniRef:UniRef90_A0A0H3C5A6
CP001207.1	2239	2595	+	FMBKCJ_61005	14.3	9.6		RefSeq:WP_012615033.1, SO:0001217, UniParc:UPI00017F4968, UniRef:UniRef100_A0A7U3YBP9, UniRef:UniRef50_Q44728, UniRef:UniRef90_A0A7U3YBP9
CP001207.1	2802	2900	+	FMBKCJ_61010	3.6	8.5		
CP001207.1	5117	5356	+	FMBKCJ_61025	8.8	9.7		RefSeq:WP_012615028.1, SO:0001217, UniParc:UPI00016B2DFC, UniRef:UniRef100_A0A7U3YBR9, UniRef:UniRef50_A0A7U3YBR9, UniRef:UniRef90_A0A7U3YBR9
CP001207.1	26505	26681	+	FMBKCJ_61115	6.9	9.6		RefSeq:WP_010257051.1, SO:0001217, UniParc:UPI00016B2F6F, UniRef:UniRef100_A0A7U4DJ52, UniRef:UniRef50_A0A7U4DJ52, UniRef:UniRef90_A0A7U4DJ52
CP001201.1	6374	6649	+	FMBKCJ_61155	10.7	6.1		RefSeq:WP_010258413.1, SO:0001217, UniParc:UPI00016B3647, UniRef:UniRef100_O50813, UniRef:UniRef50_O50813, UniRef:UniRef90_O50813
CP001201.1	18361	18465	+	FMBKCJ_61220	4.3	8.0		
CP001201.1	18973	19173	+	FMBKCJ_61225	7.8	4.6		SO:0001217, UniRef:UniRef50_A0A7U4DIY2, UniRef:UniRef90_A0A7U4DIY2
CP001201.1	21690	21884	+	FMBKCJ_61235	7.4	10.2		RefSeq:WP_210380153.1, SO:0001217, UniParc:UPI00016B37C3, UniRef:UniRef100_UPI00016B37C3, UniRef:UniRef50_O50836, UniRef:UniRef90_O50836
CP001201.1	21903	22124	+	FMBKCJ_61240	8.9	9.5		SO:0001217, UniRef:UniRef50_O50837, UniRef:UniRef90_O50837
CP001201.1	23065	23649	-	FMBKCJ_61245	22.1	5.3		RefSeq:WP_012614933.1, SO:0001217, UniParc:UPI00016B379C, UniRef:UniRef100_A0A0H3BZV3, UniRef:UniRef50_A0A0H3BZV3, UniRef:UniRef90_A0A0H3BZV3
CP001201.1	24285	24662	+	FMBKCJ_61255	13.9	6.0		RefSeq:WP_012686329.1, SO:0001217, UniParc:UPI00016B379E, UniRef:UniRef100_UPI00016B379E, UniRef:UniRef50_UPI00016B379E, UniRef:UniRef90_UPI00016B379E
CP001201.1	26610	26828	-	FMBKCJ_61270	8.3	5.0		RefSeq:WP_010890349.1, SO:0001217, UniParc:UPI00000568C6, UniRef:UniRef100_O50844, UniRef:UniRef50_O50844, UniRef:UniRef90_O50844
CP001199.1	15160	15318	+	FMBKCJ_61420	6.1	10.2		RefSeq:WP_010258339.1, SO:0001217, UniParc:UPI00016B339C, UniRef:UniRef100_A0A9N7G314, UniRef:UniRef50_C0RC30, UniRef:UniRef90_A0A9N7G314
CP001199.1	18149	18742	+	FMBKCJ_61440	22.7	9.1		RefSeq:WP_010258362.1, SO:0001217, UniParc:UPI00016B33CF, UniRef:UniRef100_A0A0H3C267, UniRef:UniRef50_O50923, UniRef:UniRef90_O50923
CP001199.1	32914	34338	+	FMBKCJ_61535	53.8	6.0		RefSeq:WP_012686460.1, SO:0001217, UniParc:UPI00016B34EC, UniRef:UniRef100_UPI00016B34EC, UniRef:UniRef50_Q0SLV8, UniRef:UniRef90_A0A806CL76
CP124084.1	144365	144553	-	FMBKCJ_62350	7.2	9.3		SO:0001217, UniRef:UniRef50_G0AKV4, UniRef:UniRef90_G0AKV4
CP124084.1	157626	158060	+	FMBKCJ_62405	16.9	10.1		RefSeq:WP_010889695.1, SO:0001217, UniParc:UPI0000057387, UniRef:UniRef100_O51178, UniRef:UniRef50_O51178, UniRef:UniRef90_O51178
CP124084.1	272471	273484	-	FMBKCJ_62940	39.1	4.3		RefSeq:WP_010889720.1, SO:0001217, UniParc:UPI00000573ED, UniRef:UniRef100_O51275, UniRef:UniRef50_B7XST3, UniRef:UniRef90_O51275
CP124084.1	368294	368719	+	FMBKCJ_63415	16.5	9.7		SO:0001217, UniParc:UPI0000057451, UniRef:UniRef100_O51335, UniRef:UniRef50_O51335, UniRef:UniRef90_O51335
CP124084.1	416527	416943	+	FMBKCJ_63640	16.3	10.4		RefSeq:WP_002556999.1, SO:0001217, UniParc:UPI000005747C, UniRef:UniRef100_O51365, UniRef:UniRef50_B9X884, UniRef:UniRef90_O51365
CP124084.1	443603	443890	-	FMBKCJ_63755	11.3	9.9		RefSeq:WP_044283513.1, SO:0001217, UniParc:UPI00052A27E0, UniRef:UniRef100_UPI00052A27E0, UniRef:UniRef50_UPI00052A27E0, UniRef:UniRef90_UPI00052A27E0
